Woonplaats,Adres,Woning,Doelgroep,Publicatiedatum,Reacties,Verantwoording,Publicatiemodel
Amsterdam,Kramatplantsoen 47,Corridorflat - 2 kamers,Senioren,17-05-2023,179 reacties,De woning is verhuurd aan de 5e kandidaat (Voorrang),Aanbodmodel
Amsterdam,David Humehof 12 -3,Portiekflat - 2 kamers,Gezin,17-05-2023,1 reactie,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Amsterdam,Groetstraat 214,Portiekwoning - 4 kamers,Gezin,17-05-2023,1 reactie,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Diemen,Prinses Irenestraat 66,Portiekwoning - 3 kamers,Gezin,17-05-2023,1 reactie,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Amsterdam,Koornhorst 238,Galerijflat - 2 kamers,Senioren,17-05-2023,103 reacties,De woning is verhuurd aan de 10e kandidaat (Voorrang),Aanbodmodel
Amsterdam,Delflandlaan 104,Portiekwoning - 3 kamers,Senioren,17-05-2023,1 reactie,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Diemen,Venserkade 36,Galerijflat - 3 kamers,Senioren,17-05-2023,371 reacties,De woning is verhuurd aan de 37e kandidaat (Voorrang),Aanbodmodel
Amsterdam,Haag en Veld 79,Galerijflat - 4 kamers,Gezin,17-05-2023,111 reacties,De woning is verhuurd aan de 3e kandidaat (Voorrang),Aanbodmodel
Zaandam,Joachim Kleinsorgstraat 36,Corridorflat - 2 kamers,Senioren,17-05-2023,60 reacties,De woning is verhuurd aan de 1e kandidaat (Voorrang),Aanbodmodel
Amsterdam,Solostraat 57,Portiekwoning - 2 kamers,Jongeren,17-05-2023,467 reacties,De woning is verhuurd aan de 2e kandidaat (Voorrang),Aanbodmodel
Amsterdam,James Rosskade 26 3,Maisonnette - 4 kamers,Gezin,17-05-2023,604 reacties,De woning is verhuurd aan de 7e kandidaat (Voorrang),Aanbodmodel
Amsterdam,Conradstraat 39 2,Bovenwoning - 4 kamers,Gezin,17-05-2023,582 reacties,De woning is verhuurd aan de 3e kandidaat (Voorrang),Aanbodmodel
Amsterdam,Van Limburg Stirumstraat 183,Portiekwoning - 2 kamers,Senioren,17-05-2023,173 reacties,De woning is verhuurd aan de 2e kandidaat (Voorrang),Aanbodmodel
Koog aan de Zaan,Parkzicht 14,Galerijflat - 3 kamers,Senioren,17-05-2023,36 reacties,De woning is verhuurd aan de 1e kandidaat (Voorrang),Aanbodmodel
Amsterdam,Baarsjesweg 150,Maisonnette - 4 kamers,Gezin,17-05-2023,885 reacties,De woning is verhuurd aan de 1e kandidaat (Voorrang),Aanbodmodel
Krommenie,Grote Beer 36,Galerijflat - 4 kamers,Senioren,17-05-2023,35 reacties,De woning is verhuurd aan de 2e kandidaat (Voorrang),Aanbodmodel
Uithoorn,Brusselflat 75,Galerijflat - 4 kamers,Gezin,17-05-2023,1 reactie,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Amsterdam,Van Suchtelen van de Haarestraat 68 2,Portiekflat - 3 kamers,Gezin,17-05-2023,523 reacties,De woning is verhuurd aan de 3e kandidaat (Voorrang),Aanbodmodel
Amsterdam,Nieuwe Osdorpergracht 462-C,Portiekwoning - 4 kamers,Gezin,16-05-2023,8 reacties,De woning is verhuurd aan de 9e kandidaat (Voorrang),Aanbodmodel
Amsterdam,Nieuwe Osdorpergracht 458-C,Portiekwoning - 4 kamers,Gezin,16-05-2023,1 reactie,De woning is verhuurd aan de 1e kandidaat (Voorrang),Aanbodmodel
Amsterdam,Nieuwe Osdorpergracht 456-C,Portiekwoning - 4 kamers,Gezin,16-05-2023,1 reactie,De woning is verhuurd aan de 1e kandidaat (Voorrang),Aanbodmodel
Amsterdam,Nieuwe Osdorpergracht 454-C,Portiekwoning - 4 kamers,Gezin,16-05-2023,9 reacties,De woning is verhuurd aan de 10e kandidaat (Voorrang),Aanbodmodel
Amsterdam,Nieuwe Osdorpergracht 458-A,Portiekwoning - 4 kamers,Gezin,16-05-2023,1 reactie,De woning is verhuurd aan de 1e kandidaat (Voorrang),Aanbodmodel
Amsterdam,Nieuwe Osdorpergracht 452-C,Portiekwoning - 4 kamers,Gezin,16-05-2023,1 reactie,De woning is verhuurd aan de 1e kandidaat (Voorrang),Aanbodmodel
Amsterdam,Nieuwe Osdorpergracht 444-F,Portiekwoning - 3 kamers,Gezin,16-05-2023,2 reacties,De woning is verhuurd aan de 3e kandidaat (Voorrang),Aanbodmodel
Amsterdam,Nieuwe Osdorpergracht 448-H,Portiekwoning - 3 kamers,Gezin,16-05-2023,1 reactie,De woning is verhuurd aan de 1e kandidaat (Voorrang),Aanbodmodel
Amsterdam,Nieuwe Osdorpergracht 448-F,Portiekwoning - 3 kamers,Gezin,16-05-2023,1 reactie,De woning is verhuurd aan de 1e kandidaat (Voorrang),Aanbodmodel
Amsterdam,Nieuwe Osdorpergracht 442-E,Portiekwoning - 3 kamers,Gezin,16-05-2023,5 reacties,De woning is verhuurd aan de 6e kandidaat (Voorrang),Aanbodmodel
Amsterdam,Nieuwe Osdorpergracht 444-H,Portiekwoning - 3 kamers,Gezin,16-05-2023,1 reactie,De woning is verhuurd aan de 1e kandidaat (Voorrang),Aanbodmodel
Amsterdam,Nieuwe Osdorpergracht 444-G,Portiekwoning - 3 kamers,Gezin,16-05-2023,2 reacties,De woning is verhuurd aan de 3e kandidaat (Voorrang),Aanbodmodel
Amsterdam,Nieuwe Osdorpergracht 442-D,Portiekwoning - 3 kamers,Gezin,16-05-2023,3 reacties,De woning is verhuurd aan de 4e kandidaat (Voorrang),Aanbodmodel
Amsterdam,Nieuwe Osdorpergracht 442-C,Portiekwoning - 3 kamers,Gezin,16-05-2023,1 reactie,De woning is verhuurd aan de 1e kandidaat (Voorrang),Aanbodmodel
Amsterdam,Nieuwe Osdorpergracht 442-B,Portiekwoning - 3 kamers,Gezin,16-05-2023,1 reactie,De woning is verhuurd aan de 1e kandidaat (Voorrang),Aanbodmodel
Amsterdam,Nieuwe Osdorpergracht 458-B,Portiekwoning - 2 kamers,Gezin,16-05-2023,4 reacties,De woning is verhuurd aan de 5e kandidaat (Voorrang),Aanbodmodel
Amsterdam,Het Laagt 276,Portiekflat - 2 kamers,Gezin,16-05-2023,87 reacties,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Amsterdam,Nieuwe Osdorpergracht 460-B,Portiekwoning - 2 kamers,Gezin,16-05-2023,1 reactie,De woning is verhuurd aan de 1e kandidaat (Voorrang),Aanbodmodel
Amsterdam,Nieuwe Osdorpergracht 462-B,Portiekwoning - 2 kamers,Gezin,16-05-2023,5 reacties,De woning is verhuurd aan de 7e kandidaat (Voorrang),Aanbodmodel
Amsterdam,Nieuwe Osdorpergracht 446-B,Portiekwoning - 2 kamers,Gezin,16-05-2023,1 reactie,De woning is verhuurd aan de 1e kandidaat (Voorrang),Aanbodmodel
Amsterdam,Nieuwe Osdorpergracht 452-B,Portiekwoning - 2 kamers,Gezin,16-05-2023,1 reactie,De woning is verhuurd aan de 1e kandidaat (Voorrang),Aanbodmodel
Amsterdam,Nieuwe Osdorpergracht 456-B,Portiekwoning - 2 kamers,Gezin,16-05-2023,1 reactie,De woning is verhuurd aan de 1e kandidaat (Voorrang),Aanbodmodel
Amsterdam,Nieuwe Osdorpergracht 448-B,Portiekwoning - 2 kamers,Gezin,16-05-2023,1 reactie,De woning is verhuurd aan de 1e kandidaat (Voorrang),Aanbodmodel
Amsterdam,Nieuwe Osdorpergracht 444-B,Portiekwoning - 2 kamers,Gezin,16-05-2023,1 reactie,De woning is verhuurd aan de 1e kandidaat (Voorrang),Aanbodmodel
Amsterdam,Nieuwe Osdorpergracht 454-B,Portiekwoning - 2 kamers,Gezin,16-05-2023,1 reactie,De woning is verhuurd aan de 1e kandidaat (Voorrang),Aanbodmodel
Amsterdam,Nieuwe Osdorpergracht 456-D,Portiekwoning - 3 kamers,Gezin,16-05-2023,1 reactie,De woning is verhuurd aan de 1e kandidaat (Voorrang),Aanbodmodel
Amsterdam,Nieuwe Osdorpergracht 454-D,Portiekwoning - 3 kamers,Gezin,16-05-2023,1 reactie,De woning is verhuurd aan de 1e kandidaat (Voorrang),Aanbodmodel
Amsterdam,Nieuwe Osdorpergracht 462-E,Portiekwoning - 3 kamers,Gezin,16-05-2023,1 reactie,De woning is verhuurd aan de 1e kandidaat (Voorrang),Aanbodmodel
Amsterdam,Nieuwe Osdorpergracht 460-E,Portiekwoning - 3 kamers,Gezin,16-05-2023,1 reactie,De woning is verhuurd aan de 1e kandidaat (Voorrang),Aanbodmodel
Amsterdam,Nieuwe Osdorpergracht 448-E,Portiekwoning - 3 kamers,Gezin,16-05-2023,3 reacties,De woning is verhuurd aan de 4e kandidaat (Voorrang),Aanbodmodel
Amsterdam,Nieuwe Osdorpergracht 456-E,Portiekwoning - 3 kamers,Gezin,16-05-2023,1 reactie,De woning is verhuurd aan de 1e kandidaat (Voorrang),Aanbodmodel
Amsterdam,Nieuwe Osdorpergracht 458-D,Portiekwoning - 3 kamers,Gezin,16-05-2023,4 reacties,De woning is verhuurd aan de 5e kandidaat (Voorrang),Aanbodmodel
Amsterdam,Nieuwe Osdorpergracht 452-D,Portiekwoning - 3 kamers,Gezin,16-05-2023,1 reactie,De woning is verhuurd aan de 1e kandidaat (Voorrang),Aanbodmodel
Amsterdam,Nieuwe Osdorpergracht 448-D,Portiekwoning - 3 kamers,Gezin,16-05-2023,1 reactie,De woning is verhuurd aan de 1e kandidaat (Voorrang),Aanbodmodel
Amsterdam,Nieuwe Osdorpergracht 446-E,Portiekwoning - 3 kamers,Gezin,16-05-2023,2 reacties,De woning is verhuurd aan de 3e kandidaat (Voorrang),Aanbodmodel
Amsterdam,Nieuwe Osdorpergracht 446-D,Portiekwoning - 3 kamers,Gezin,16-05-2023,5 reacties,De woning is verhuurd aan de 6e kandidaat (Voorrang),Aanbodmodel
Amsterdam,Nieuwe Osdorpergracht 444-D,Portiekwoning - 3 kamers,Gezin,16-05-2023,2 reacties,De woning is verhuurd aan de 3e kandidaat (Voorrang),Aanbodmodel
Amsterdam,Nieuwe Osdorpergracht 452-E,Portiekwoning - 3 kamers,Gezin,16-05-2023,1 reactie,De woning is verhuurd aan de 1e kandidaat (Voorrang),Aanbodmodel
Amsterdam,Nieuwe Osdorpergracht 454-E,Portiekwoning - 3 kamers,Gezin,16-05-2023,1 reactie,De woning is verhuurd aan de 1e kandidaat (Voorrang),Aanbodmodel
Amsterdam,Nieuwe Osdorpergracht 458-E,Portiekwoning - 3 kamers,Gezin,16-05-2023,2 reacties,De woning is verhuurd aan de 3e kandidaat (Voorrang),Aanbodmodel
Amsterdam,Nieuwe Osdorpergracht 460-D,Portiekwoning - 3 kamers,Gezin,16-05-2023,1 reactie,De woning is verhuurd aan de 1e kandidaat (Voorrang),Aanbodmodel
Amsterdam,Nieuwe Osdorpergracht 444-E,Portiekwoning - 3 kamers,Gezin,16-05-2023,1 reactie,De woning is verhuurd aan de 1e kandidaat (Voorrang),Aanbodmodel
Amsterdam,Vrijheidslaan 71 3,Portiekwoning - 3 kamers,Gezin,16-05-2023,7 reacties,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Amsterdam,Paardekraalstraat 9 HS,Benedenwoning - 2 kamers,Gezin,16-05-2023,1 reactie,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Amsterdam,Van Musschenbroekstraat 51,Benedenwoning - 2 kamers,Gezin,16-05-2023,616 reacties,De woning is verhuurd aan de 3e kandidaat (Voorrang),Aanbodmodel
Zaandijk,Gortershof 38,Corridorflat - 2 kamers,Senioren,16-05-2023,59 reacties,De woning is verhuurd aan de 7e kandidaat (Voorrang),Aanbodmodel
Amstelveen,Hellebaardier 40,Tussenwoning - 4 kamers,Gezin,16-05-2023,1371 reacties,De woning is verhuurd aan de 1e kandidaat (Voorrang),Aanbodmodel
Weesp,Papelaan 129,Tussenwoning - 4 kamers,Gezin,16-05-2023,497 reacties,De woning is verhuurd aan de 1e kandidaat (Voorrang),Aanbodmodel
Amsterdam,Van Houweningenstraat 9,Benedenwoning - 2 kamers,Gezin,16-05-2023,1 reactie,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Amsterdam,Albatrospad 106,Galerijflat - 2 kamers,Persoon,16-05-2023,1 reactie,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Amsterdam,Schopenhauerhof 49,Bovenwoning - 4 kamers,Gezin,16-05-2023,920 reacties,De woning is verhuurd aan de 4e kandidaat (Voorrang),Aanbodmodel
Kudelstaart,Edisonstraat 104,Galerijflat - 2 kamers,Jongeren,16-05-2023,229 reacties,De woning is verhuurd aan de 11e kandidaat (Voorrang),Aanbodmodel
Amsterdam,Sajetplein 7,Portiekwoning - 3 kamers,Gezin,16-05-2023,1 reactie,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Diemen,Tjalk 108,Portiekwoning - 3 kamers,Gezin,16-05-2023,1 reactie,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
De Kwakel,Orchideelaan 8 A,Portiekflat - 2 kamers,Jongeren,16-05-2023,246 reacties,De woning is verhuurd aan de 6e kandidaat (Voorrang),Aanbodmodel
Amsterdam,Grubbehoeve 502,Galerijflat - 2 kamers,Gezin,16-05-2023,1 reactie,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Amsterdam,Havikslaan 20 -B-9,Portiekwoning - 1 kamers,Jongeren,16-05-2023,1 reactie,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Amsterdam,Maanstraat 59,Twee-onder-een-kapwoning - 3 kamers,Gezin,16-05-2023,852 reacties,De woning is verhuurd aan de 6e kandidaat (Voorrang),Aanbodmodel
Amsterdam,Louweshoek 102,Portiekflat - 2 kamers,Persoon,16-05-2023,1 reactie,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Rijsenhout,Verremeer 59,Tussenwoning - 5 kamers,Gezin,16-05-2023,429 reacties,De woning is verhuurd aan de 1e kandidaat (Voorrang),Aanbodmodel
Kudelstaart,Aletta Jacobsstraat 1,Hoekwoning - 1 kamers,Jongeren,16-05-2023,268 reacties,De woning is verhuurd aan de 1e kandidaat (Voorrang),Aanbodmodel
Amsterdam,Verdraagzaam 12 H,Portiekflat - 3 kamers,Gezin,16-05-2023,1 reactie,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Amsterdam,Vianenstraat 128,Portiekwoning - 4 kamers,Gezin,16-05-2023,106 reacties,De woning is verhuurd aan de 2e kandidaat (Voorrang),Aanbodmodel
Abbenes,Maria Margaretalaan 35,Benedenwoning - 3 kamers,Senioren,16-05-2023,328 reacties,De woning is verhuurd aan de 3e kandidaat (Voorrang),Aanbodmodel
Abbenes,Maria Margaretalaan 29,Tussenwoning - 3 kamers,Senioren,16-05-2023,160 reacties,De woning is verhuurd aan de 2e kandidaat (Voorrang),Aanbodmodel
Amsterdam,IJselstraat 45 3,Portiekwoning - 3 kamers,Gezin,16-05-2023,1 reactie,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Amsterdam,De Wittenstraat 159,Benedenwoning - 1 kamers,Jongeren,16-05-2023,509 reacties,De woning is verhuurd aan de 1e kandidaat (Voorrang),Aanbodmodel
Amsterdam,mt. Lincolnweg 22 M 6,Corridorflat - 2 kamers,Jongeren,16-05-2023,216 reacties,De woning is verhuurd aan de 1e kandidaat (Voorrang),Aanbodmodel
Amsterdam,Wognumerstraat 46,Hoekwoning - 3 kamers,Gezin,16-05-2023,1 reactie,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Amsterdam,Tweede Constantijn Huygensstraat 16 -C,Galerijflat - 3 kamers,Senioren,16-05-2023,583 reacties,De woning is verhuurd aan de 1e kandidaat (Voorrang),Aanbodmodel
Amsterdam,Nieuwersluishof 10,Portiekwoning - 4 kamers,Gezin,16-05-2023,167 reacties,De woning is verhuurd aan de 8e kandidaat (Voorrang),Aanbodmodel
Amsterdam,Jacob Krausstraat 9,Tussenwoning - 2 kamers,Jongeren,16-05-2023,594 reacties,De woning is verhuurd aan de 1e kandidaat (Voorrang),Aanbodmodel
Amstelveen,Nijl 63,Galerijflat - 4 kamers,Gezin,16-05-2023,1148 reacties,De woning is verhuurd aan de 1e kandidaat (Voorrang),Aanbodmodel
Amsterdam,Pieter Oosterleehof 14,Tussenwoning - 4 kamers,Gezin,16-05-2023,38 reacties,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Amsterdam,De Wittenkade 118 H,Benedenwoning - 4 kamers,Gezin,16-05-2023,783 reacties,De woning is verhuurd aan de 2e kandidaat (Voorrang),Aanbodmodel
Amstelveen,Kringloop 262,Bovenwoning - 2 kamers,Senioren,16-05-2023,169 reacties,De woning is verhuurd aan de 3e kandidaat (Voorrang),Aanbodmodel
Amstelveen,Praam 239,Tussenwoning - 3 kamers,Gezin,16-05-2023,3787 reacties,De woning is verhuurd aan de 1e kandidaat (Voorrang),Aanbodmodel
Amsterdam,Bankwerkerij 158,Bovenwoning - 2 kamers,Gezin,15-05-2023,86 reacties,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Amsterdam,Kruldistelstraat 12,Galerijflat - 2 kamers,Gezin,15-05-2023,1 reactie,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Amsterdam,Kormelinkweg 176,Portiekwoning - 2 kamers,Jongeren,15-05-2023,249 reacties,De woning is verhuurd aan de 4e kandidaat (Voorrang),Aanbodmodel
Zaandam,Syltpier 44,Tussenwoning - 5 kamers,Gezin,15-05-2023,1996 reacties,De woning is verhuurd aan de 1e kandidaat (Voorrang),Aanbodmodel
Zaandam,Brandaris 105 A,Galerijflat - 2 kamers,Jongeren,15-05-2023,386 reacties,De woning is verhuurd aan de 1e kandidaat (Voorrang),Aanbodmodel
Amsterdam,Lirestraat 4,Tussenwoning - 4 kamers,Gezin,15-05-2023,1 reactie,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Kudelstaart,Voltastraat 8,Hoekwoning - 4 kamers,Gezin,15-05-2023,1099 reacties,De woning is verhuurd aan de 4e kandidaat (Voorrang),Aanbodmodel
Amsterdam,Waterlandplein 189,Galerijflat - 3 kamers,Senioren,15-05-2023,457 reacties,De woning is verhuurd aan de 1e kandidaat (Voorrang),Aanbodmodel
Hoofddorp,Campanile 13,Tussenwoning - 3 kamers,Gezin,15-05-2023,486 reacties,De woning is verhuurd aan de 2e kandidaat (Voorrang),Aanbodmodel
Diemen,Albert Loethoelistraat 78 B,Galerijflat - 2 kamers,Jongeren,15-05-2023,817 reacties,De woning is verhuurd aan de 1e kandidaat (Voorrang),Aanbodmodel
Amsterdam,Majoor Fransweg 24 3,Portiekwoning - 4 kamers,Gezin,15-05-2023,1 reactie,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Amsterdam,Noordzijde 413,Galerijflat - 2 kamers,Senioren,15-05-2023,270 reacties,De woning is verhuurd aan de 6e kandidaat (Voorrang),Aanbodmodel
Amsterdam,Ir. Jakoba Mulderplein 108,Portiekwoning - 3 kamers,Jongeren,15-05-2023,287 reacties,De woning is verhuurd aan de 7e kandidaat (Voorrang),Aanbodmodel
Amsterdam,Andoornstraat 19 HS,Benedenwoning - 3 kamers,Gezin,15-05-2023,812 reacties,De woning is verhuurd aan de 2e kandidaat (Voorrang),Aanbodmodel
Zwanenburg,Midswaard 99,Galerijflat - 2 kamers,Jongeren,15-05-2023,277 reacties,De woning is verhuurd aan de 2e kandidaat (Voorrang),Aanbodmodel
Amsterdam,Voorburgstraat 383,Galerijflat - 2 kamers,Jongeren,15-05-2023,1 reactie,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Amsterdam,Rozijnenstraat 7 1,Bovenwoning - 2 kamers,Jongeren,15-05-2023,732 reacties,De woning is verhuurd aan de 1e kandidaat (Voorrang),Aanbodmodel
Amsterdam,Haag en Veld 317,Galerijflat - 2 kamers,Gezin,15-05-2023,2220 reacties,De woning is verhuurd aan de 2e kandidaat (Voorrang),Aanbodmodel
Hoofddorp,Wallebos 25,Benedenwoning - 2 kamers,Jongeren,15-05-2023,313 reacties,De woning is verhuurd aan de 3e kandidaat (Voorrang),Aanbodmodel
Amsterdam,Scheepsbouwweg 19,Portiekwoning - 3 kamers,Gezin,15-05-2023,515 reacties,De woning is verhuurd aan de 3e kandidaat (Voorrang),Aanbodmodel
Kudelstaart,Einsteinstraat 101,Portiekflat - 3 kamers,Gezin,15-05-2023,1 reactie,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Amsterdam,Van Ostadestraat 313 2,Bovenwoning - 2 kamers,Jongeren,15-05-2023,1427 reacties,De woning is verhuurd aan de 1e kandidaat (Voorrang),Aanbodmodel
Wormer,Torenplein 32,Galerijflat - 3 kamers,Senioren,15-05-2023,80 reacties,De woning is verhuurd aan de 3e kandidaat (Voorrang),Aanbodmodel
Hoofddorp,Edelenburg 74,Galerijflat - 3 kamers,Gezin,15-05-2023,1 reactie,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Hoofddorp,Graan voor Visch 19366,Galerijflat - 4 kamers,Gezin,15-05-2023,1 reactie,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Amsterdam,De Bazelhof 23,Tussenwoning - 2 kamers,Gezin,15-05-2023,1 reactie,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Amsterdam,Kuipersstraat 66 1L,Bovenwoning - 2 kamers,Jongeren,15-05-2023,1898 reacties,De woning is verhuurd aan de 2e kandidaat (Loting),Lotingmodel
Amsterdam,Marcellus Emantsstraat 11 -H,Benedenwoning - 2 kamers,Jongeren,15-05-2023,2335 reacties,De woning is verhuurd aan de 4e kandidaat (Loting),Lotingmodel
Amsterdam,Van Hallstraat 71 -2,Portiekflat - 2 kamers,Gezin,15-05-2023,1 reactie,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Amstelveen,Wilhelminaplein 26,Hoekwoning - 5 kamers,Gezin,15-05-2023,3 reacties,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Amsterdam,Voetbalstraat 403,Tussenwoning - 1 kamers,Jongeren,15-05-2023,1 reactie,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Amsterdam,Clauskindereweg 11 -4,Portiekwoning - 3 kamers,Gezin,15-05-2023,845 reacties,De woning is verhuurd aan de 9e kandidaat (Voorrang),Aanbodmodel
Amsterdam,Kruldistelstraat 30,Galerijflat - 2 kamers,Gezin,15-05-2023,79 reacties,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Amsterdam,Zeeburgerdijk 340 HS,Benedenwoning - 2 kamers,Gezin,15-05-2023,54 reacties,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Amsterdam,Tidorestraat 132,Benedenwoning - 2 kamers,Gezin,15-05-2023,52 reacties,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Amsterdam,Josephus Jittastraat 78,Tussenwoning - 4 kamers,Gezin,15-05-2023,1 reactie,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Amsterdam,Lorentzlaan 113,Bovenwoning - 2 kamers,Jongeren,13-05-2023,188 reacties,De woning is verhuurd aan de 1e kandidaat (Voorrang),Aanbodmodel
Amsterdam,H. Cleyndertweg 146,Galerijflat - 3 kamers,Senioren,13-05-2023,75 reacties,De woning is verhuurd aan de 2e kandidaat (Voorrang),Aanbodmodel
Amsterdam,Brede Vogelstraat 30,Hoekwoning - 3 kamers,Gezin,13-05-2023,917 reacties,De woning is verhuurd aan de 3e kandidaat (Voorrang),Aanbodmodel
Amsterdam,Jan Pieter Heijestraat 129 -1,Portiekwoning - 2 kamers,Gezin,12-05-2023,128 reacties,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Zaandam,Wachterstraat 72,Tussenwoning - 4 kamers,Gezin,12-05-2023,1911 reacties,De woning is verhuurd aan de 1e kandidaat (Voorrang),Aanbodmodel
Wormerveer,Herman Gorterstraat 76,Galerijflat - 3 kamers,Gezin,12-05-2023,639 reacties,De woning is verhuurd aan de 7e kandidaat (Voorrang),Aanbodmodel
Amsterdam,Admiralengracht 229 3,Portiekwoning - 2 kamers,Jongeren,12-05-2023,1 reactie,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Zaandam,Amberhout 97,Corridorflat - 1 kamers,Jongeren,12-05-2023,1 reactie,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Amsterdam,Blasiusstraat 91 B,Portiekflat - 1 kamers,Gezin,12-05-2023,1 reactie,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Weesp,Jan Tooropstraat 28,Portiekflat - 3 kamers,Gezin,12-05-2023,1 reactie,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Krommenie,Serooskerkestraat 2,Portiekwoning - 3 kamers,Gezin,12-05-2023,1 reactie,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Amsterdam,Chestertonlaan 93,Portiekwoning - 4 kamers,Gezin,12-05-2023,1 reactie,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Amsterdam,Spaarndammerstraat 446,Portiekwoning - 4 kamers,Gezin,12-05-2023,76 reacties,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Wormerveer,Karel Doormanstraat 22,Tussenwoning - 4 kamers,Gezin,12-05-2023,486 reacties,De woning is verhuurd aan de 1e kandidaat (Voorrang),Aanbodmodel
Wormerveer,Karel Doormanstraat 16,Tussenwoning - 4 kamers,Gezin,12-05-2023,520 reacties,De woning is verhuurd aan de 5e kandidaat (Voorrang),Aanbodmodel
Zaandam,Noorderven 99,Galerijflat - 4 kamers,Senioren,12-05-2023,7 reacties,De woning is verhuurd aan de 1e kandidaat (Voorrang),Aanbodmodel
Amsterdam,Vrolikstraat 249 A,Portiekflat - 3 kamers,Gezin,12-05-2023,1 reactie,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Amsterdam,Theodorus Dobbestraat 118,Portiekwoning - 3 kamers,Gezin,12-05-2023,577 reacties,De woning is verhuurd aan de 15e kandidaat (Voorrang),Aanbodmodel
Amsterdam,Arent Janszoon Ernststraat 24,Galerijflat - 3 kamers,Gezin,12-05-2023,803 reacties,De woning is verhuurd aan de 16e kandidaat (Voorrang),Aanbodmodel
Zaandam,Noorderven 171,Galerijflat - 4 kamers,Senioren,12-05-2023,9 reacties,De woning is verhuurd aan de 2e kandidaat (Voorrang),Aanbodmodel
Amsterdam,Griftstraat 44 H,Benedenwoning - 3 kamers,Gezin,12-05-2023,4415 reacties,De woning is verhuurd aan de 8e kandidaat (Voorrang),Aanbodmodel
Zaandijk,John Lennonstraat 41,Galerijflat - 3 kamers,Senioren,12-05-2023,154 reacties,De woning is verhuurd aan de 1e kandidaat (Voorrang),Aanbodmodel
Diemen,Harmonielaan 116,Portiekwoning - 2 kamers,Jongeren,12-05-2023,1 reactie,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Duivendrecht,Dorpsplein 35,Galerijflat - 3 kamers,Gezin,12-05-2023,1 reactie,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Zaandam,Jasykoffstraat 51,Tussenwoning - 4 kamers,Gezin,12-05-2023,943 reacties,De woning is verhuurd aan de 1e kandidaat (Voorrang),Aanbodmodel
Amsterdam,Aalbersestraat 138,Galerijflat - 3 kamers,Senioren,12-05-2023,58 reacties,De woning is verhuurd aan de 3e kandidaat (Voorrang),Aanbodmodel
Amstelveen,Seine 16,Galerijflat - 2 kamers,Senioren,12-05-2023,169 reacties,De woning is verhuurd aan de 2e kandidaat (Voorrang),Aanbodmodel
